name	chr	start	end	TargetGene
intergenic|chr14:103546486-103547193	chr14	103546486	103547193	BAG5
intergenic|chr14:103546693-103547404	chr14	103546693	103547404	BAG5
intergenic|chr14:103544037-103544777	chr14	103544037	103544777	BAG5
intergenic|chr14:103544013-103544733	chr14	103544013	103544733	BAG5
intergenic|chr14:103543997-103544750	chr14	103543997	103544750	BAG5
intergenic|chr14:103543838-103544743	chr14	103543838	103544743	BAG5
intergenic|chr14:103543818-103544738	chr14	103543818	103544738	BAG5
intergenic|chr14:103543799-103544299	chr14	103543799	103544299	BAG5
intergenic|chr14:103543782-103544725	chr14	103543782	103544725	BAG5
intergenic|chr14:103543731-103544231	chr14	103543731	103544231	BAG5
intergenic|chr14:103543704-103544745	chr14	103543704	103544745	BAG5
intergenic|chr14:103543664-103544164	chr14	103543664	103544164	BAG5
intergenic|chr14:103543596-103544762	chr14	103543596	103544762	BAG5
intergenic|chr14:103543396-103543896	chr14	103543396	103543896	BAG5
intergenic|chr14:103544268-103544768	chr14	103544268	103544768	BAG5
intergenic|chr14:103543223-103543723	chr14	103543223	103543723	BAG5
intergenic|chr14:103543212-103543712	chr14	103543212	103543712	BAG5
intergenic|chr14:103543175-103543675	chr14	103543175	103543675	BAG5
intergenic|chr14:103542737-103543237	chr14	103542737	103543237	BAG5
intergenic|chr14:103542705-103543524	chr14	103542705	103543524	BAG5
intergenic|chr14:103542683-103543183	chr14	103542683	103543183	BAG5
intergenic|chr14:103542682-103543182	chr14	103542682	103543182	BAG5
intergenic|chr14:103542668-103543168	chr14	103542668	103543168	BAG5
intergenic|chr14:103542666-103543166	chr14	103542666	103543166	BAG5
intergenic|chr14:103542665-103543165	chr14	103542665	103543165	BAG5
intergenic|chr14:103542664-103543462	chr14	103542664	103543462	BAG5
intergenic|chr14:103542664-103543164	chr14	103542664	103543164	BAG5
intergenic|chr14:103543286-103543786	chr14	103543286	103543786	BAG5
intergenic|chr14:103544267-103545186	chr14	103544267	103545186	BAG5
intergenic|chr14:103544263-103544763	chr14	103544263	103544763	BAG5
intergenic|chr14:103544260-103545008	chr14	103544260	103545008	BAG5
intergenic|chr14:103544259-103544759	chr14	103544259	103544759	BAG5
intergenic|chr14:103544256-103544756	chr14	103544256	103544756	BAG5
intergenic|chr14:103544253-103544753	chr14	103544253	103544753	BAG5
intergenic|chr14:103544250-103545077	chr14	103544250	103545077	BAG5
intergenic|chr14:103544247-103545091	chr14	103544247	103545091	BAG5
intergenic|chr14:103544246-103545005	chr14	103544246	103545005	BAG5
intergenic|chr14:103544246-103544746	chr14	103544246	103544746	BAG5
intergenic|chr14:103544245-103544745	chr14	103544245	103544745	BAG5
intergenic|chr14:103544244-103545134	chr14	103544244	103545134	BAG5
intergenic|chr14:103544072-103544740	chr14	103544072	103544740	BAG5
intergenic|chr14:103544242-103545144	chr14	103544242	103545144	BAG5
intergenic|chr14:103544242-103545113	chr14	103544242	103545113	BAG5
intergenic|chr14:103544240-103544740	chr14	103544240	103544740	BAG5
intergenic|chr14:103544239-103544739	chr14	103544239	103544739	BAG5
intergenic|chr14:103544238-103544738	chr14	103544238	103544738	BAG5
intergenic|chr14:103544237-103544737	chr14	103544237	103544737	BAG5
intergenic|chr14:103544232-103544732	chr14	103544232	103544732	BAG5
intergenic|chr14:103544231-103544731	chr14	103544231	103544731	BAG5
intergenic|chr14:103544211-103544711	chr14	103544211	103544711	BAG5
intergenic|chr14:103544188-103544688	chr14	103544188	103544688	BAG5
intergenic|chr14:103544147-103544647	chr14	103544147	103544647	BAG5
intergenic|chr14:103544096-103544596	chr14	103544096	103544596	BAG5
intergenic|chr14:103544243-103544743	chr14	103544243	103544743	BAG5
intergenic|chr12:116455541-116457182	chr12	116455541	116457182	MED13L
intergenic|chr12:116455541-116456824	chr12	116455541	116456824	MED13L
intergenic|chr12:116455539-116457198	chr12	116455539	116457198	MED13L
intergenic|chr12:116455538-116457162	chr12	116455538	116457162	MED13L
intergenic|chr12:116455535-116457178	chr12	116455535	116457178	MED13L
intergenic|chr12:116455531-116456642	chr12	116455531	116456642	MED13L
intergenic|chr12:116455527-116457196	chr12	116455527	116457196	MED13L
intergenic|chr12:116455441-116456412	chr12	116455441	116456412	MED13L
intergenic|chr12:116455381-116456425	chr12	116455381	116456425	MED13L
intergenic|chr12:116455239-116456852	chr12	116455239	116456852	MED13L
intergenic|chr12:116455159-116456845	chr12	116455159	116456845	MED13L
intergenic|chr12:6608339-6608839	chr12	6608339	6608839	CHD4
intergenic|chr12:116455033-116456836	chr12	116455033	116456836	MED13L
intergenic|chr12:116443902-116444402	chr12	116443902	116444402	MED13L
intergenic|chr12:116441226-116441726	chr12	116441226	116441726	MED13L
intergenic|chr12:116441225-116441725	chr12	116441225	116441725	MED13L
intergenic|chr12:116434689-116435189	chr12	116434689	116435189	MED13L
intergenic|chr12:116434671-116435171	chr12	116434671	116435171	MED13L
intergenic|chr12:116434670-116435170	chr12	116434670	116435170	MED13L
intergenic|chr12:116434665-116435165	chr12	116434665	116435165	MED13L
intergenic|chr12:116434657-116435157	chr12	116434657	116435157	MED13L
intergenic|chr12:116434651-116435151	chr12	116434651	116435151	MED13L
intergenic|chr12:116434619-116435119	chr12	116434619	116435119	MED13L
intergenic|chr12:116434155-116434655	chr12	116434155	116434655	MED13L
intergenic|chr12:116455075-116457055	chr12	116455075	116457055	MED13L
intergenic|chr12:116459877-116460377	chr12	116459877	116460377	MED13L
intergenic|chr12:116459750-116460250	chr12	116459750	116460250	MED13L
intergenic|chr12:116455599-116456510	chr12	116455599	116456510	MED13L
intergenic|chr12:116455597-116457205	chr12	116455597	116457205	MED13L
intergenic|chr12:116455577-116457107	chr12	116455577	116457107	MED13L
intergenic|chr12:116455576-116457149	chr12	116455576	116457149	MED13L
intergenic|chr12:116455575-116457112	chr12	116455575	116457112	MED13L
intergenic|chr12:116455574-116457035	chr12	116455574	116457035	MED13L
intergenic|chr12:116455574-116456433	chr12	116455574	116456433	MED13L
intergenic|chr12:116455573-116457122	chr12	116455573	116457122	MED13L
intergenic|chr12:116455571-116456429	chr12	116455571	116456429	MED13L
intergenic|chr12:116455570-116457180	chr12	116455570	116457180	MED13L
intergenic|chr12:116455543-116457152	chr12	116455543	116457152	MED13L
intergenic|chr12:116455569-116457141	chr12	116455569	116457141	MED13L
intergenic|chr12:116455568-116457108	chr12	116455568	116457108	MED13L
intergenic|chr12:116455563-116456426	chr12	116455563	116456426	MED13L
intergenic|chr12:116455559-116456426	chr12	116455559	116456426	MED13L
intergenic|chr12:116455558-116457182	chr12	116455558	116457182	MED13L
intergenic|chr12:116455557-116457178	chr12	116455557	116457178	MED13L
intergenic|chr12:116455552-116457148	chr12	116455552	116457148	MED13L
intergenic|chr12:116455551-116457116	chr12	116455551	116457116	MED13L
intergenic|chr12:116455551-116457082	chr12	116455551	116457082	MED13L
intergenic|chr12:116455551-116456815	chr12	116455551	116456815	MED13L
intergenic|chr12:116455550-116457130	chr12	116455550	116457130	MED13L
intergenic|chr12:116455544-116456414	chr12	116455544	116456414	MED13L
intergenic|chr12:116455570-116456425	chr12	116455570	116456425	MED13L
intergenic|chr12:116434042-116434542	chr12	116434042	116434542	MED13L
intergenic|chr12:116433785-116435146	chr12	116433785	116435146	MED13L
intergenic|chr12:116433757-116434652	chr12	116433757	116434652	MED13L
intergenic|chr12:116426837-116427925	chr12	116426837	116427925	MED13L
intergenic|chr12:116426334-116426834	chr12	116426334	116426834	MED13L
intergenic|chr12:116426303-116426803	chr12	116426303	116426803	MED13L
intergenic|chr12:116426298-116426798	chr12	116426298	116426798	MED13L
intergenic|chr12:116426296-116426796	chr12	116426296	116426796	MED13L
intergenic|chr12:116426291-116427552	chr12	116426291	116427552	MED13L
intergenic|chr12:116426291-116426791	chr12	116426291	116426791	MED13L
intergenic|chr12:116426290-116427536	chr12	116426290	116427536	MED13L
intergenic|chr12:116434144-116435136	chr12	116434144	116435136	MED13L
intergenic|chr12:116426278-116426778	chr12	116426278	116426778	MED13L
intergenic|chr12:116426264-116427114	chr12	116426264	116427114	MED13L
intergenic|chr12:116426004-116427266	chr12	116426004	116427266	MED13L
intergenic|chr12:116426000-116427756	chr12	116426000	116427756	MED13L
intergenic|chr12:116425961-116426775	chr12	116425961	116426775	MED13L
intergenic|chr12:116425956-116427469	chr12	116425956	116427469	MED13L
intergenic|chr12:116425812-116427544	chr12	116425812	116427544	MED13L
intergenic|chr12:116410743-116411243	chr12	116410743	116411243	MED13L
intergenic|chr12:116410733-116411233	chr12	116410733	116411233	MED13L
intergenic|chr12:116410728-116411228	chr12	116410728	116411228	MED13L
intergenic|chr12:116410726-116411226	chr12	116410726	116411226	MED13L
intergenic|chr12:116410725-116411225	chr12	116410725	116411225	MED13L
intergenic|chr12:116426285-116428046	chr12	116426285	116428046	MED13L
intergenic|chr12:116434143-116434643	chr12	116434143	116434643	MED13L
intergenic|chr12:116434136-116434636	chr12	116434136	116434636	MED13L
intergenic|chr12:116434130-116435165	chr12	116434130	116435165	MED13L
intergenic|chr12:116434130-116434630	chr12	116434130	116434630	MED13L
intergenic|chr12:116434125-116434625	chr12	116434125	116434625	MED13L
intergenic|chr12:116434122-116435130	chr12	116434122	116435130	MED13L
intergenic|chr12:116434114-116434614	chr12	116434114	116434614	MED13L
intergenic|chr12:116434100-116435138	chr12	116434100	116435138	MED13L
intergenic|chr12:116434092-116435137	chr12	116434092	116435137	MED13L
intergenic|chr12:116434092-116434592	chr12	116434092	116434592	MED13L
intergenic|chr12:116434091-116434591	chr12	116434091	116434591	MED13L
intergenic|chr12:116434090-116434590	chr12	116434090	116434590	MED13L
intergenic|chr12:116434073-116434573	chr12	116434073	116434573	MED13L
intergenic|chr12:116434086-116434586	chr12	116434086	116434586	MED13L
intergenic|chr12:116434084-116434584	chr12	116434084	116434584	MED13L
intergenic|chr12:116434082-116435144	chr12	116434082	116435144	MED13L
intergenic|chr12:116434082-116434582	chr12	116434082	116434582	MED13L
intergenic|chr12:116434081-116435141	chr12	116434081	116435141	MED13L
intergenic|chr12:116434081-116435135	chr12	116434081	116435135	MED13L
intergenic|chr12:116434081-116434581	chr12	116434081	116434581	MED13L
intergenic|chr12:116434079-116435151	chr12	116434079	116435151	MED13L
intergenic|chr12:116434078-116435154	chr12	116434078	116435154	MED13L
intergenic|chr12:116434077-116435153	chr12	116434077	116435153	MED13L
intergenic|chr12:116434075-116435152	chr12	116434075	116435152	MED13L
intergenic|chr12:116434074-116435152	chr12	116434074	116435152	MED13L
intergenic|chr12:116434086-116435145	chr12	116434086	116435145	MED13L
intergenic|chr12:121582724-121583224	chr12	121582724	121583224	KDM2B
intergenic|chr12:121582691-121583191	chr12	121582691	121583191	KDM2B
intergenic|chr12:121582687-121583187	chr12	121582687	121583187	KDM2B
intergenic|chr12:121582684-121583184	chr12	121582684	121583184	KDM2B
intergenic|chr12:121582683-121583183	chr12	121582683	121583183	KDM2B
intergenic|chr12:121582680-121583180	chr12	121582680	121583180	KDM2B
intergenic|chr12:121582677-121583177	chr12	121582677	121583177	KDM2B
intergenic|chr12:121582667-121583167	chr12	121582667	121583167	KDM2B
intergenic|chr12:121582660-121583160	chr12	121582660	121583160	KDM2B
intergenic|chr12:121582656-121583156	chr12	121582656	121583156	KDM2B
intergenic|chr12:121582650-121583150	chr12	121582650	121583150	KDM2B
intergenic|chr12:116502979-116503479	chr12	116502979	116503479	MED13L
intergenic|chr12:121582593-121583093	chr12	121582593	121583093	KDM2B
intergenic|chr12:121582081-121582581	chr12	121582081	121582581	KDM2B
intergenic|chr12:121582067-121582567	chr12	121582067	121582567	KDM2B
intergenic|chr12:121582065-121582565	chr12	121582065	121582565	KDM2B
intergenic|chr12:121582064-121582866	chr12	121582064	121582866	KDM2B
intergenic|chr12:121582062-121582562	chr12	121582062	121582562	KDM2B
intergenic|chr12:121582056-121582556	chr12	121582056	121582556	KDM2B
intergenic|chr12:121582055-121582555	chr12	121582055	121582555	KDM2B
intergenic|chr12:121582050-121582550	chr12	121582050	121582550	KDM2B
intergenic|chr12:121582049-121582549	chr12	121582049	121582549	KDM2B
intergenic|chr12:121582048-121583030	chr12	121582048	121583030	KDM2B
intergenic|chr12:121582048-121582548	chr12	121582048	121582548	KDM2B
intergenic|chr12:121582604-121583104	chr12	121582604	121583104	KDM2B
intergenic|chr12:121590082-121590582	chr12	121590082	121590582	KDM2B
intergenic|chr12:121590081-121591067	chr12	121590081	121591067	KDM2B
intergenic|chr12:121590080-121590580	chr12	121590080	121590580	KDM2B
intergenic|chr12:121590077-121591026	chr12	121590077	121591026	KDM2B
intergenic|chr12:121590074-121591530	chr12	121590074	121591530	KDM2B
intergenic|chr12:121590071-121591033	chr12	121590071	121591033	KDM2B
intergenic|chr12:121590067-121590861	chr12	121590067	121590861	KDM2B
intergenic|chr12:121590054-121590554	chr12	121590054	121590554	KDM2B
intergenic|chr12:121589884-121591037	chr12	121589884	121591037	KDM2B
intergenic|chr12:121589874-121590595	chr12	121589874	121590595	KDM2B
intergenic|chr12:121589873-121590981	chr12	121589873	121590981	KDM2B
intergenic|chr12:121589871-121590976	chr12	121589871	121590976	KDM2B
intergenic|chr12:121582752-121583252	chr12	121582752	121583252	KDM2B
intergenic|chr12:121589861-121590596	chr12	121589861	121590596	KDM2B
intergenic|chr12:121589796-121590883	chr12	121589796	121590883	KDM2B
intergenic|chr12:121589682-121591285	chr12	121589682	121591285	KDM2B
intergenic|chr12:121589648-121590588	chr12	121589648	121590588	KDM2B
intergenic|chr12:121589614-121591026	chr12	121589614	121591026	KDM2B
intergenic|chr12:121588000-121588500	chr12	121588000	121588500	KDM2B
intergenic|chr12:121583838-121584338	chr12	121583838	121584338	KDM2B
intergenic|chr12:121583833-121584333	chr12	121583833	121584333	KDM2B
intergenic|chr12:121583829-121584329	chr12	121583829	121584329	KDM2B
intergenic|chr12:121583810-121584310	chr12	121583810	121584310	KDM2B
intergenic|chr12:121583021-121583521	chr12	121583021	121583521	KDM2B
intergenic|chr12:121582903-121583403	chr12	121582903	121583403	KDM2B
intergenic|chr12:121589864-121590595	chr12	121589864	121590595	KDM2B
intergenic|chr12:116525376-116526162	chr12	116525376	116526162	MED13L
intergenic|chr12:116525372-116526167	chr12	116525372	116526167	MED13L
intergenic|chr12:116525371-116526181	chr12	116525371	116526181	MED13L
intergenic|chr12:116525367-116526184	chr12	116525367	116526184	MED13L
intergenic|chr12:116525366-116526154	chr12	116525366	116526154	MED13L
intergenic|chr12:116525362-116526187	chr12	116525362	116526187	MED13L
intergenic|chr12:116525362-116526151	chr12	116525362	116526151	MED13L
intergenic|chr12:116525361-116525861	chr12	116525361	116525861	MED13L
intergenic|chr12:116525358-116526161	chr12	116525358	116526161	MED13L
intergenic|chr12:116525356-116526142	chr12	116525356	116526142	MED13L
intergenic|chr12:116525352-116526168	chr12	116525352	116526168	MED13L
intergenic|chr12:116508226-116509235	chr12	116508226	116509235	MED13L
intergenic|chr12:121582047-121582547	chr12	121582047	121582547	KDM2B
intergenic|chr12:116508187-116509226	chr12	116508187	116509226	MED13L
intergenic|chr12:116508180-116509252	chr12	116508180	116509252	MED13L
intergenic|chr12:116508177-116509283	chr12	116508177	116509283	MED13L
intergenic|chr12:116508175-116509264	chr12	116508175	116509264	MED13L
intergenic|chr12:116507846-116509250	chr12	116507846	116509250	MED13L
intergenic|chr12:116507763-116509229	chr12	116507763	116509229	MED13L
intergenic|chr12:116506250-116506750	chr12	116506250	116506750	MED13L
intergenic|chr12:116506235-116507070	chr12	116506235	116507070	MED13L
intergenic|chr12:116506202-116506794	chr12	116506202	116506794	MED13L
intergenic|chr12:116506194-116507049	chr12	116506194	116507049	MED13L
intergenic|chr12:116502988-116503488	chr12	116502988	116503488	MED13L
intergenic|chr12:116502982-116503482	chr12	116502982	116503482	MED13L
intergenic|chr12:116508188-116508688	chr12	116508188	116508688	MED13L
intergenic|chr12:121582043-121583185	chr12	121582043	121583185	KDM2B
intergenic|chr12:121582043-121582543	chr12	121582043	121582543	KDM2B
intergenic|chr12:121582041-121582541	chr12	121582041	121582541	KDM2B
intergenic|chr12:121582039-121582539	chr12	121582039	121582539	KDM2B
intergenic|chr12:121582037-121583185	chr12	121582037	121583185	KDM2B
intergenic|chr12:121582034-121582870	chr12	121582034	121582870	KDM2B
intergenic|chr12:121582032-121583187	chr12	121582032	121583187	KDM2B
intergenic|chr12:121582030-121583185	chr12	121582030	121583185	KDM2B
intergenic|chr12:121582029-121582529	chr12	121582029	121582529	KDM2B
intergenic|chr12:121582028-121582528	chr12	121582028	121582528	KDM2B
intergenic|chr12:121582016-121582516	chr12	121582016	121582516	KDM2B
intergenic|chr12:121582012-121582512	chr12	121582012	121582512	KDM2B
intergenic|chr12:116528387-116529062	chr12	116528387	116529062	MED13L
intergenic|chr12:121581862-121582547	chr12	121581862	121582547	KDM2B
intergenic|chr12:121581842-121582530	chr12	121581842	121582530	KDM2B
intergenic|chr12:121581837-121583187	chr12	121581837	121583187	KDM2B
intergenic|chr12:121581835-121582533	chr12	121581835	121582533	KDM2B
intergenic|chr12:121581834-121582537	chr12	121581834	121582537	KDM2B
intergenic|chr12:121581828-121582532	chr12	121581828	121582532	KDM2B
intergenic|chr12:121581823-121582537	chr12	121581823	121582537	KDM2B
intergenic|chr12:121581820-121582524	chr12	121581820	121582524	KDM2B
intergenic|chr12:121581819-121582562	chr12	121581819	121582562	KDM2B
intergenic|chr12:121581633-121582542	chr12	121581633	121582542	KDM2B
intergenic|chr12:121581566-121582532	chr12	121581566	121582532	KDM2B
intergenic|chr12:121581528-121582028	chr12	121581528	121582028	KDM2B
intergenic|chr12:121582000-121582500	chr12	121582000	121582500	KDM2B
intergenic|chr12:116358940-116359440	chr12	116358940	116359440	MED13L
intergenic|chr12:116358939-116359773	chr12	116358939	116359773	MED13L
intergenic|chr12:116358938-116359770	chr12	116358938	116359770	MED13L
intergenic|chr12:116358937-116359764	chr12	116358937	116359764	MED13L
intergenic|chr12:116358937-116359437	chr12	116358937	116359437	MED13L
intergenic|chr12:116358934-116359434	chr12	116358934	116359434	MED13L
intergenic|chr12:116358933-116359830	chr12	116358933	116359830	MED13L
intergenic|chr12:116358932-116359741	chr12	116358932	116359741	MED13L
intergenic|chr12:116358932-116359432	chr12	116358932	116359432	MED13L
intergenic|chr12:116358930-116359775	chr12	116358930	116359775	MED13L
intergenic|chr12:116358930-116359728	chr12	116358930	116359728	MED13L
intergenic|chr12:116410720-116411220	chr12	116410720	116411220	MED13L
intergenic|chr12:116358927-116359427	chr12	116358927	116359427	MED13L
intergenic|chr12:116358924-116359778	chr12	116358924	116359778	MED13L
intergenic|chr12:116358924-116359424	chr12	116358924	116359424	MED13L
intergenic|chr12:116358923-116359746	chr12	116358923	116359746	MED13L
intergenic|chr12:116358923-116359423	chr12	116358923	116359423	MED13L
intergenic|chr12:116358921-116359778	chr12	116358921	116359778	MED13L
intergenic|chr12:116358911-116359772	chr12	116358911	116359772	MED13L
intergenic|chr12:116358909-116359745	chr12	116358909	116359745	MED13L
intergenic|chr12:116358903-116359403	chr12	116358903	116359403	MED13L
intergenic|chr12:116358691-116359445	chr12	116358691	116359445	MED13L
intergenic|chr12:116358689-116359808	chr12	116358689	116359808	MED13L
intergenic|chr12:116358689-116359457	chr12	116358689	116359457	MED13L
intergenic|chr12:116358930-116359430	chr12	116358930	116359430	MED13L
intergenic|chr12:116358960-116359460	chr12	116358960	116359460	MED13L
intergenic|chr12:116358958-116359726	chr12	116358958	116359726	MED13L
intergenic|chr12:116358957-116359457	chr12	116358957	116359457	MED13L
intergenic|chr12:116358956-116359748	chr12	116358956	116359748	MED13L
intergenic|chr12:116358955-116360251	chr12	116358955	116360251	MED13L
intergenic|chr12:116358955-116359455	chr12	116358955	116359455	MED13L
intergenic|chr12:116358954-116359814	chr12	116358954	116359814	MED13L
intergenic|chr12:116358954-116359454	chr12	116358954	116359454	MED13L
intergenic|chr12:116358953-116359851	chr12	116358953	116359851	MED13L
intergenic|chr12:116358953-116359833	chr12	116358953	116359833	MED13L
intergenic|chr12:116358953-116359745	chr12	116358953	116359745	MED13L
intergenic|chr12:116358953-116359453	chr12	116358953	116359453	MED13L
intergenic|chr12:116358941-116359753	chr12	116358941	116359753	MED13L
intergenic|chr12:116358952-116359865	chr12	116358952	116359865	MED13L
intergenic|chr12:116358951-116359451	chr12	116358951	116359451	MED13L
intergenic|chr12:116358949-116359806	chr12	116358949	116359806	MED13L
intergenic|chr12:116358949-116359745	chr12	116358949	116359745	MED13L
intergenic|chr12:116358949-116359725	chr12	116358949	116359725	MED13L
intergenic|chr12:116358947-116359736	chr12	116358947	116359736	MED13L
intergenic|chr12:116358945-116359754	chr12	116358945	116359754	MED13L
intergenic|chr12:116358944-116359444	chr12	116358944	116359444	MED13L
intergenic|chr12:116358943-116359443	chr12	116358943	116359443	MED13L
intergenic|chr12:116358942-116359763	chr12	116358942	116359763	MED13L
intergenic|chr12:116358942-116359442	chr12	116358942	116359442	MED13L
intergenic|chr12:116358941-116359829	chr12	116358941	116359829	MED13L
intergenic|chr12:116358952-116359883	chr12	116358952	116359883	MED13L
intergenic|chr12:116323544-116324421	chr12	116323544	116324421	MED13L
intergenic|chr12:116320613-116321113	chr12	116320613	116321113	MED13L
intergenic|chr12:116320579-116321079	chr12	116320579	116321079	MED13L
intergenic|chr12:116320495-116321427	chr12	116320495	116321427	MED13L
intergenic|chr12:116319963-116320463	chr12	116319963	116320463	MED13L
intergenic|chr12:116319952-116320452	chr12	116319952	116320452	MED13L
intergenic|chr12:116319940-116320440	chr12	116319940	116320440	MED13L
intergenic|chr12:116319917-116320417	chr12	116319917	116320417	MED13L
intergenic|chr12:116319913-116320413	chr12	116319913	116320413	MED13L
intergenic|chr12:116319903-116320755	chr12	116319903	116320755	MED13L
intergenic|chr12:116319883-116320383	chr12	116319883	116320383	MED13L
intergenic|chr12:116358685-116359726	chr12	116358685	116359726	MED13L
intergenic|chr12:116319854-116320354	chr12	116319854	116320354	MED13L
intergenic|chr12:116319827-116320783	chr12	116319827	116320783	MED13L
intergenic|chr12:116319826-116321298	chr12	116319826	116321298	MED13L
intergenic|chr12:116319826-116320580	chr12	116319826	116320580	MED13L
intergenic|chr12:116319821-116320494	chr12	116319821	116320494	MED13L
intergenic|chr12:116319820-116320320	chr12	116319820	116320320	MED13L
intergenic|chr12:116319812-116320763	chr12	116319812	116320763	MED13L
intergenic|chr12:116319806-116320306	chr12	116319806	116320306	MED13L
intergenic|chr12:116319802-116320302	chr12	116319802	116320302	MED13L
intergenic|chr12:116319798-116320298	chr12	116319798	116320298	MED13L
intergenic|chr12:116319785-116320285	chr12	116319785	116320285	MED13L
intergenic|chr12:116319780-116321306	chr12	116319780	116321306	MED13L
intergenic|chr12:116319860-116320360	chr12	116319860	116320360	MED13L
intergenic|chr12:116358683-116359804	chr12	116358683	116359804	MED13L
intergenic|chr12:116358677-116359455	chr12	116358677	116359455	MED13L
intergenic|chr12:116358676-116359798	chr12	116358676	116359798	MED13L
intergenic|chr12:116358674-116359853	chr12	116358674	116359853	MED13L
intergenic|chr12:116358673-116359841	chr12	116358673	116359841	MED13L
intergenic|chr12:116358673-116359803	chr12	116358673	116359803	MED13L
intergenic|chr12:116358672-116359465	chr12	116358672	116359465	MED13L
intergenic|chr12:116358661-116359989	chr12	116358661	116359989	MED13L
intergenic|chr12:116358658-116359775	chr12	116358658	116359775	MED13L
intergenic|chr12:116346210-116347135	chr12	116346210	116347135	MED13L
intergenic|chr12:116345896-116346641	chr12	116345896	116346641	MED13L
intergenic|chr12:116336624-116337124	chr12	116336624	116337124	MED13L
intergenic|chr12:116323665-116324504	chr12	116323665	116324504	MED13L
intergenic|chr12:116325205-116325705	chr12	116325205	116325705	MED13L
intergenic|chr12:116325198-116326145	chr12	116325198	116326145	MED13L
intergenic|chr12:116325198-116325698	chr12	116325198	116325698	MED13L
intergenic|chr12:116325194-116325694	chr12	116325194	116325694	MED13L
intergenic|chr12:116325186-116326009	chr12	116325186	116326009	MED13L
intergenic|chr12:116325159-116325659	chr12	116325159	116325659	MED13L
intergenic|chr12:116324910-116325701	chr12	116324910	116325701	MED13L
intergenic|chr12:116324644-116325144	chr12	116324644	116325144	MED13L
promoter|chrX:72572348-72573362	chrX	72572348	72573362	HDAC8
intergenic|chr12:116324642-116325142	chr12	116324642	116325142	MED13L
intergenic|chr12:116324632-116325696	chr12	116324632	116325696	MED13L
intergenic|chr12:116324629-116325129	chr12	116324629	116325129	MED13L
intergenic|chr12:116325243-116325743	chr12	116325243	116325743	MED13L
intergenic|chr12:116383105-116383605	chr12	116383105	116383605	MED13L
intergenic|chr12:116383091-116383591	chr12	116383091	116383591	MED13L
intergenic|chr12:116382763-116383654	chr12	116382763	116383654	MED13L
intergenic|chr12:116382682-116383618	chr12	116382682	116383618	MED13L
intergenic|chr12:116382681-116383535	chr12	116382681	116383535	MED13L
intergenic|chr12:116382676-116383620	chr12	116382676	116383620	MED13L
intergenic|chr12:116382665-116383651	chr12	116382665	116383651	MED13L
intergenic|chr12:116382665-116383626	chr12	116382665	116383626	MED13L
intergenic|chr12:116382665-116383609	chr12	116382665	116383609	MED13L
intergenic|chr12:116382662-116383622	chr12	116382662	116383622	MED13L
intergenic|chr12:116382660-116383617	chr12	116382660	116383617	MED13L
intergenic|chr12:116358960-116359778	chr12	116358960	116359778	MED13L
intergenic|chr12:116382652-116383635	chr12	116382652	116383635	MED13L
intergenic|chr12:116382424-116383617	chr12	116382424	116383617	MED13L
intergenic|chr12:116381899-116382680	chr12	116381899	116382680	MED13L
intergenic|chr12:116381882-116382848	chr12	116381882	116382848	MED13L
intergenic|chr12:116381619-116383622	chr12	116381619	116383622	MED13L
intergenic|chr12:116381600-116383648	chr12	116381600	116383648	MED13L
intergenic|chr12:116381597-116383606	chr12	116381597	116383606	MED13L
intergenic|chr12:116381583-116383654	chr12	116381583	116383654	MED13L
intergenic|chr12:116381561-116382644	chr12	116381561	116382644	MED13L
intergenic|chr12:116381549-116382839	chr12	116381549	116382839	MED13L
intergenic|chr12:116381549-116382645	chr12	116381549	116382645	MED13L
intergenic|chr12:116381545-116382607	chr12	116381545	116382607	MED13L
intergenic|chr12:116382653-116383639	chr12	116382653	116383639	MED13L
intergenic|chr12:116410719-116411219	chr12	116410719	116411219	MED13L
intergenic|chr12:116410711-116411211	chr12	116410711	116411211	MED13L
intergenic|chr12:116410693-116411193	chr12	116410693	116411193	MED13L
intergenic|chr12:116410641-116411141	chr12	116410641	116411141	MED13L
intergenic|chr12:116410593-116411093	chr12	116410593	116411093	MED13L
intergenic|chr12:116410521-116411217	chr12	116410521	116411217	MED13L
intergenic|chr12:116410217-116411231	chr12	116410217	116411231	MED13L
intergenic|chr12:116410208-116411206	chr12	116410208	116411206	MED13L
intergenic|chr12:116406547-116407047	chr12	116406547	116407047	MED13L
intergenic|chr12:116406540-116407040	chr12	116406540	116407040	MED13L
intergenic|chr12:116406534-116407034	chr12	116406534	116407034	MED13L
intergenic|chr12:116406524-116407024	chr12	116406524	116407024	MED13L
intergenic|chr12:116383107-116383607	chr12	116383107	116383607	MED13L
intergenic|chr12:116406514-116407014	chr12	116406514	116407014	MED13L
intergenic|chr12:116400628-116401450	chr12	116400628	116401450	MED13L
intergenic|chr12:116400591-116401438	chr12	116400591	116401438	MED13L
intergenic|chr12:116400574-116401400	chr12	116400574	116401400	MED13L
intergenic|chr12:116400566-116401420	chr12	116400566	116401420	MED13L
intergenic|chr12:116389911-116390411	chr12	116389911	116390411	MED13L
intergenic|chr12:116383153-116383653	chr12	116383153	116383653	MED13L
intergenic|chr12:116383145-116383645	chr12	116383145	116383645	MED13L
intergenic|chr12:116383139-116383639	chr12	116383139	116383639	MED13L
intergenic|chr12:116383136-116383636	chr12	116383136	116383636	MED13L
